"id","invoice_id","branch","city","customer_type","gender","product_line","unit_price","quantity","tax_5_percent","total","date","time","payment","cogs","gross_income","rating","product"
1255,"414-12-7047",B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.236,"08/18/2022","12:04",Ewallet,158.32,7.916,8.7,
1256,"821-14-9046",B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,110.124,"08/18/2022","15:04",Credit card,104.88,5.244,6.1,
1257,"622-20-1945",C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,"08/18/2022","15:08",Cash,39.42,1.971,8.4,
1258,"678-79-0726",C,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,"08/18/2022","15:28",Cash,815.67,40.7835,5.1,
1259,"781-84-8059",C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,"08/18/2022","16:23",Ewallet,425.18,21.259,5,
1260,"166-19-2553",A,Yangon,Member,Male,Sports and travel,89.06,6,26.718,561.078,"08/18/2022","17:26",Cash,534.36,26.718,9.9,
1261,"706-36-6154",A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,"08/18/2022","18:43",Ewallet,174.24,8.712,8.7,
1262,"700-81-1757",A,Yangon,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,"08/18/2022","20:59",Credit card,131.55,6.5775,8.8,
1263,"761-49-0439",B,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,"08/19/2022","10:17",Ewallet,96.8,4.84,8.6,
1264,"779-06-0012",C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,"08/19/2022","10:21",Cash,88.61,4.4305,7.7,
1265,"151-27-8496",C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.226,235.746,"08/19/2022","11:43",Ewallet,224.52,11.226,8.6,
1266,"316-66-3011",A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,"08/23/2022","12:35",Cash,428.67,21.4335,5,
1267,"728-47-9078",C,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.918,250.278,"08/19/2022","12:46",Cash,238.36,11.918,9.8,
1268,"482-17-1179",A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,37.611,"08/19/2022","12:47",Credit card,35.82,1.791,8.1,
1269,"125-45-2293",A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,"08/19/2022","13:11",Cash,594.6,29.73,4.2,
1270,"149-61-1929",A,Yangon,Normal,Male,Sports and travel,64.19,10,32.095,673.995,"08/19/2022","14:08",Credit card,641.9,32.095,6.7,
1271,"882-40-4577",A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,"08/19/2022","15:28",Credit card,269.04,13.452,8,
1272,"375-72-3056",B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,198.639,"08/19/2022","15:58",Ewallet,189.18,9.459,7,
1273,"284-54-4231",C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,"08/19/2022","16:08",Credit card,80.93,4.0465,9,
1274,"796-32-9050",A,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.064,"08/19/2022","16:31",Cash,307.68,15.384,6.5,
1275,"608-27-6295",B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.207,"08/19/2022","17:34",Credit card,317.34,15.867,9.8,
1276,"809-69-9497",A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,"08/19/2022","19:30",Ewallet,456.8,22.84,5.7,
1277,"894-41-5205",C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.712,"08/19/2022","19:39",Credit card,345.44,17.272,8.3,
1278,"645-44-1170",A,Yangon,Member,Male,Home and lifestyle,58.07,9,26.1315,548.7615,"08/19/2022","20:07",Ewallet,522.63,26.1315,4.3,
1279,"832-51-6761",A,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.592,"08/19/2022","20:29",Ewallet,271.04,13.552,9.6,
1280,"725-96-3778",C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,"08/20/2022","10:13",Cash,714,35.7,4.7,
1281,"458-10-8612",C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.428,470.988,"08/20/2022","12:27",Ewallet,448.56,22.428,7.6,
1282,"356-44-8813",B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,"08/20/2022","13:45",Credit card,112.44,5.622,7.7,
1283,"787-87-2010",A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,"08/20/2022","15:48",Credit card,222,11.1,6.6,
1284,"817-48-8732",A,Yangon,Member,Female,Home and lifestyle,72.35,10,36.175,759.675,"08/20/2022","15:55",Cash,723.5,36.175,5.4,
1285,"257-73-1380",C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,"08/20/2022","16:51",Ewallet,331.72,16.586,9.6,
1286,"410-67-1709",A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.592,"08/20/2022","17:48",Ewallet,511.04,25.552,9.9,
1287,"645-78-8093",A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,"08/20/2022","18:09",Ewallet,186.28,9.314,4.1,
1288,"760-27-5490",C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,"08/20/2022","20:37",Ewallet,124.96,6.248,9.1,
1289,"378-24-2715",B,Mandalay,Normal,Male,Home and lifestyle,53.44,2,5.344,112.224,"08/20/2022","20:38",Ewallet,106.88,5.344,4.1,
1290,"316-68-6352",A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,"08/21/2022","10:00",Cash,72.72,3.636,7.1,
1291,"870-72-4431",C,Naypyitaw,Normal,Female,Health and beauty,99.19,6,29.757,624.897,"08/21/2022","14:42",Credit card,595.14,29.757,5.5,
1292,"239-10-7476",A,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,"08/21/2022","16:37",Ewallet,467.7,23.385,8,
1293,"401-18-8016",B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,"08/21/2022","17:36",Cash,98.13,4.9065,8.9,
1294,"462-67-9126",A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,"08/21/2022","17:44",Cash,439.32,21.966,7.2,
1295,"329-62-1586",A,Yangon,Normal,Male,Food and beverages,54.67,3,8.2005,172.2105,"08/21/2022","18:00",Credit card,164.01,8.2005,8.6,
1296,"269-10-8440",A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,"08/21/2022","18:01",Cash,372.19,18.6095,8.9,
1297,"162-65-8559",C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.449,72.429,"08/21/2022","20:13",Cash,68.98,3.449,4.8,
1298,"287-21-9091",A,Yangon,Normal,Male,Home and lifestyle,74.67,9,33.6015,705.6315,"08/22/2022","10:55",Ewallet,672.03,33.6015,9.4,
1299,"186-09-3669",C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,"08/22/2022","10:57",Ewallet,81.51,4.0755,9.2,
1300,"460-35-4390",A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,"08/22/2022","11:00",Ewallet,92.04,4.602,9.1,
1301,"563-47-4072",B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.603,"08/22/2022","11:52",Cash,334.86,16.743,9.9,
1302,"120-54-2248",B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,"08/22/2022","18:08",Credit card,144.3,7.215,8,
1303,"756-01-7507",C,Naypyitaw,Normal,Female,Health and beauty,20.38,5,5.095,106.995,"08/22/2022","18:56",Cash,101.9,5.095,6,
1304,"521-18-7827",C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,"08/22/2022","20:46",Credit card,196.95,9.8475,8.7,
1305,"790-38-4466",C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,"08/23/2022","10:18",Credit card,54.95,2.7475,9.3,
1306,"565-80-5980",C,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,"08/23/2022","10:25",Cash,189.52,9.476,7.1,
1307,"213-32-1216",A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,"08/23/2022","10:28",Cash,396.36,19.818,7.3,
1308,"148-41-7930",C,Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.986,734.706,"08/23/2022","10:33",Cash,699.72,34.986,6.1,
1309,"477-59-2456",C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,"08/23/2022","11:15",Cash,318.08,15.904,9.2,
1310,"828-46-6863",A,Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.739,"08/23/2022","11:22",Credit card,591.18,29.559,4,
1311,"434-83-9547",C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.148,"08/23/2022","11:51",Cash,307.76,15.388,7.7,
1312,"767-05-1286",C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,"08/23/2022","12:10",Ewallet,502.62,25.131,5.4,
1313,"318-12-0304",A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,"08/23/2022","12:20",Ewallet,30.61,1.5305,5.2,
1314,"731-81-9469",C,Naypyitaw,Member,Female,Sports and travel,89.8,10,44.9,942.9,"08/23/2022","13:00",Credit card,898,44.9,5.4,
1315,"740-22-2500",C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,"08/23/2022","13:29",Cash,252.15,12.6075,9.8,
1316,"604-70-6476",A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,"08/23/2022","14:04",Ewallet,89.7,4.485,6.8,
1317,"160-22-2687",A,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,"08/23/2022","14:21",Ewallet,479.75,23.9875,8.8,
1318,"219-61-4139",C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,"08/23/2022","17:16",Ewallet,83.08,4.154,6.4,
1319,"809-46-1866",A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,"08/23/2022","17:44",Cash,232.6,11.63,8.4,
1320,"480-63-2856",C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,"08/23/2022","18:37",Ewallet,154,7.7,6.6,
1321,"232-11-3025",A,Yangon,Normal,Male,Sports and travel,78.77,10,39.385,827.085,"08/24/2022","10:04",Cash,787.7,39.385,6.4,
1322,"438-23-1242",B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,"08/24/2022","10:38",Ewallet,531.16,26.558,8.9,
1323,"778-34-2523",A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.408,"08/24/2022","10:57",Cash,388.96,19.448,5,
1324,"789-23-8625",B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.983,293.643,"08/24/2022","11:45",Cash,279.66,13.983,7.2,
1325,"443-60-9639",C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,"08/24/2022","13:24",Cash,60.87,3.0435,5.5,
1326,"775-72-1988",B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,"08/24/2022","15:05",Ewallet,366.4,18.32,8.4,
1327,"139-20-0155",B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,"08/24/2022","17:37",Credit card,403,20.15,7,
1328,"237-44-6163",A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,"08/24/2022","17:43",Cash,84.48,4.224,7.6,
1329,"435-13-4908",A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,"08/24/2022","18:04",Credit card,693.44,34.672,7.2,
1330,"602-16-6955",B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,"08/24/2022","18:10",Ewallet,766,38.3,6,
1331,"510-79-0415",B,Mandalay,Member,Female,Sports and travel,23.08,6,6.924,145.404,"08/24/2022","19:20",Ewallet,138.48,6.924,4.9,
1332,"726-27-2396",A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,"08/24/2022","20:36",Ewallet,387.5,19.375,4.3,
1333,"235-06-8510",C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,"08/24/2022","20:59",Ewallet,257.16,12.858,5.1,
1334,"730-61-8757",B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,"08/25/2022","10:11",Credit card,204.52,10.226,4,
1335,"843-73-4724",A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,"08/25/2022","11:05",Cash,74.1,3.705,9.2,
1336,"340-21-9136",A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,"08/25/2022","11:40",Cash,160.2,8.01,9.7,
1337,"191-10-6171",B,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,"08/25/2022","13:18",Cash,277.34,13.867,7.5,
1338,"283-79-9594",B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,"08/25/2022","13:30",Credit card,339.57,16.9785,5.2,
1339,"394-55-6384",C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,"08/25/2022","13:38",Cash,631.71,31.5855,6.7,
1340,"280-17-4359",C,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,"08/25/2022","13:48",Cash,905,45.25,8.1,
1341,"856-66-2701",A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,"08/25/2022","14:19",Ewallet,159.9,7.995,7.5,
1342,"569-71-4390",B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,"08/25/2022","14:29",Ewallet,43.74,2.187,6.9,
1343,"824-88-3614",C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,"08/25/2022","15:00",Ewallet,274.48,13.724,5.7,
1344,"778-71-5554",C,Naypyitaw,Member,Male,Fashion accessories,15.43,1,0.7715,16.2015,"08/25/2022","15:46",Credit card,15.43,0.7715,6.1,
1345,"307-83-9164",A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,"08/25/2022","15:54",Cash,240.04,12.002,4.5,
1346,"268-03-6164",B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,"08/25/2022","16:28",Ewallet,96.11,4.8055,7.8,
1347,"288-38-3758",C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,"08/25/2022","18:30",Ewallet,254.61,12.7305,7.4,
1348,"261-12-8671",B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,"08/25/2022","19:39",Credit card,121.92,6.096,4.9,
1349,"145-94-9061",B,Mandalay,Normal,Female,Food and beverages,88.36,5,22.09,463.89,"08/25/2022","19:48",Cash,441.8,22.09,9.6,
1350,"888-02-0338",A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,"08/25/2022","20:24",Ewallet,236.07,11.8035,5.9,
1351,"881-41-7302",C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,"08/26/2022","10:06",Credit card,64.99,3.2495,4.5,
1352,"896-34-0956",A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,"08/26/2022","12:43",Cash,21.32,1.066,5.9,
1353,"316-55-4634",B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,"08/26/2022","12:45",Credit card,400.25,20.0125,9.4,
1446,"382-03-4532",A,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,19.2465,"09/02/2022","18:50",Cash,18.33,0.9165,4.3,
1354,"794-42-3736",B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.993,"08/26/2022","14:41",Credit card,66.66,3.333,6.4,
1355,"173-82-9529",B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,"08/26/2022","14:51",Cash,379.5,18.975,9.7,
1356,"176-78-1170",C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,"08/26/2022","15:11",Ewallet,101.43,5.0715,7.3,
1357,"452-04-8808",B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,"08/26/2022","15:17",Cash,609.56,30.478,5.5,
1358,"135-13-8269",B,Mandalay,Member,Female,Food and beverages,78.88,2,7.888,165.648,"08/26/2022","16:04",Cash,157.76,7.888,9.1,
1359,"539-21-7227",B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,"08/26/2022","17:45",Cash,257.7,12.885,4.2,
1360,"308-39-1707",A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,"08/26/2022","18:19",Credit card,12.09,0.6045,8.2,
1361,"834-61-8124",A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,"08/26/2022","18:22",Cash,361.83,18.0915,5.5,
1362,"258-69-7810",C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,"08/26/2022","18:53",Cash,184.25,9.2125,9.2,
1363,"836-82-5858",B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,"08/26/2022","19:14",Ewallet,624.33,31.2165,4,
1364,"289-65-5721",B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,"08/26/2022","19:28",Cash,162.74,8.137,6.5,
1365,"225-32-0908",C,Naypyitaw,Normal,Female,Sports and travel,44.86,10,22.43,471.03,"08/26/2022","19:54",Ewallet,448.6,22.43,8.2,
1366,"847-38-7188",B,Mandalay,Normal,Female,Food and beverages,96.68,3,14.502,304.542,"08/26/2022","19:56",Ewallet,290.04,14.502,6.4,
1367,"641-43-2399",B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,"08/26/2022","20:23",Ewallet,102.2,5.11,5.7,
1368,"624-01-8356",B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,"08/27/2022","10:44",Credit card,490.1,24.505,4.2,
1369,"862-59-8517",C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,"08/27/2022","11:17",Cash,541.44,27.072,6.2,
1370,"870-54-3162",A,Yangon,Normal,Female,Sports and travel,32.25,5,8.0625,169.3125,"08/27/2022","13:26",Cash,161.25,8.0625,9,
1371,"325-90-8763",C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,"08/27/2022","13:58",Cash,465.7,23.285,7.6,
1372,"613-59-9758",C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,"08/27/2022","14:28",Cash,143.6,7.18,5.4,
1373,"534-01-4457",A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,"08/27/2022","14:36",Credit card,490.26,24.513,8,
1374,"394-41-0748",C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,"08/27/2022","14:55",Ewallet,486.63,24.3315,9.5,
1375,"633-91-1052",A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,"08/27/2022","15:51",Cash,24.06,1.203,5.1,
1376,"788-07-8452",C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,"08/27/2022","17:38",Ewallet,169.68,8.484,9.4,
1377,"595-27-4851",A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,"08/27/2022","18:05",Ewallet,379.96,18.998,9.3,
1378,"585-90-0249",A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.923,"08/27/2022","18:08",Ewallet,73.26,3.663,9.7,
1379,"620-02-2046",C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,"08/27/2022","19:48",Ewallet,138.8,6.94,9,
1380,"869-11-3082",B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.872,"08/27/2022","20:03",Credit card,384.64,19.232,8.4,
1381,"123-19-1176",A,Yangon,Member,Male,Health and beauty,58.22,8,23.288,489.048,"08/27/2022","20:33",Ewallet,465.76,23.288,8.4,
1382,"544-55-9589",B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.015,"08/28/2022","11:51",Cash,214.3,10.715,6.2,
1383,"149-71-6266",B,Mandalay,Member,Male,Sports and travel,78.07,9,35.1315,737.7615,"08/28/2022","12:43",Cash,702.63,35.1315,4.5,
1384,"400-89-4171",C,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.148,"08/28/2022","13:05",Cash,647.76,32.388,9.3,
1385,"222-42-0244",B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,"08/28/2022","13:53",Credit card,648.99,32.4495,7.7,
1386,"211-30-9270",C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,"08/28/2022","15:16",Credit card,87.05,4.3525,4.9,
1387,"430-53-4718",B,Mandalay,Member,Male,Health and beauty,75.37,8,30.148,633.108,"08/28/2022","15:46",Credit card,602.96,30.148,8.4,
1388,"243-47-2663",C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,"08/28/2022","16:43",Credit card,112.62,5.631,5.5,
1389,"342-65-4817",C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,"08/28/2022","16:47",Ewallet,260.4,13.02,9.9,
1390,"865-41-9075",A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,"08/28/2022","17:35",Cash,80.71,4.0355,8.1,
1391,"699-88-1972",B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,"08/28/2022","17:47",Credit card,793.28,39.664,4.2,
1392,"390-80-5128",B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,"08/28/2022","17:58",Credit card,19.15,0.9575,9.5,
1393,"372-26-1506",C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,"08/28/2022","19:24",Ewallet,119.1,5.955,5.4,
1394,"593-65-1552",C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,"08/28/2022","20:50",Credit card,279.24,13.962,5.9,
1395,"726-29-6793",A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,"08/28/2022","20:54",Ewallet,193.44,9.672,9.8,
1396,"606-80-4905",C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,"08/29/2022","10:01",Credit card,114.9,5.745,6.8,
1397,"862-17-9201",B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,"08/29/2022","10:48",Credit card,504.3,25.215,7.7,
1398,"575-67-1508",A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,"08/29/2022","11:26",Ewallet,38.6,1.93,6.7,
1399,"343-61-3544",B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.035,"08/29/2022","11:48",Cash,266.7,13.335,8.6,
1400,"746-94-0204",A,Yangon,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,"08/29/2022","11:56",Credit card,749.16,37.458,7.4,
1401,"382-25-8917",C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,"08/29/2022","12:25",Cash,252.48,12.624,8.9,
1402,"233-67-5758",C,Naypyitaw,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,"08/29/2022","13:46",Ewallet,40.35,2.0175,6.2,
1403,"110-48-7033",B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,"08/29/2022","14:12",Cash,130.48,6.524,9,
1404,"137-63-5492",C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,"08/29/2022","14:26",Ewallet,587.6,29.38,9,
1405,"816-72-8853",A,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,"08/29/2022","15:48",Cash,139.65,6.9825,5.9,
1406,"569-76-2760",A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.442,"08/29/2022","18:15",Credit card,88.04,4.402,6.6,
1407,"800-09-8606",A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,"08/29/2022","19:45",Cash,436.85,21.8425,6.6,
1408,"804-38-3935",A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,"08/30/2022","11:32",Credit card,281.34,14.067,5.9,
1409,"182-69-8360",B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,"08/30/2022","13:32",Credit card,94.6,4.73,4,
1410,"134-54-4720",B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,"08/30/2022","13:58",Ewallet,339.36,16.968,5.7,
1411,"664-14-2882",C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,"08/30/2022","14:43",Credit card,52.65,2.6325,5.8,
1412,"416-13-5917",C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,"08/30/2022","16:24",Ewallet,485.15,24.2575,9.3,
1413,"862-29-5914",C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.119,23.499,"08/30/2022","17:08",Credit card,22.38,1.119,8.6,
1414,"423-80-0988",C,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,"08/30/2022","19:42",Ewallet,152.8,7.64,6.5,
1415,"283-26-5248",C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,"08/30/2022","20:23",Ewallet,985.2,49.26,4.5,
1416,"556-72-8512",C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,"08/30/2022","20:47",Cash,22.96,1.148,4.3,
1417,"522-57-8364",A,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,431.256,"08/31/2022","10:00",Ewallet,410.72,20.536,7.6,
1418,"189-55-2313",C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,"08/31/2022","10:33",Ewallet,621.8,31.09,6,
1419,"735-32-9839",C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.48,829.08,"08/31/2022","10:36",Ewallet,789.6,39.48,8.5,
1420,"366-93-0948",A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,"08/31/2022","10:46",Credit card,66.35,3.3175,9.7,
1421,"226-71-3580",C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,"08/31/2022","12:02",Cash,213.75,10.6875,9.5,
1422,"525-88-7307",B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,"08/31/2022","13:19",Cash,75.82,3.791,5.8,
1423,"239-36-3640",B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,"08/31/2022","13:44",Ewallet,272.1,13.605,6.1,
1424,"187-83-5490",A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,"08/31/2022","13:47",Cash,83.08,4.154,4.7,
1425,"532-59-7201",B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,"08/31/2022","14:04",Cash,479.58,23.979,5.5,
1426,"525-09-8450",B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,"08/31/2022","15:12",Credit card,721.3,36.065,4.2,
1427,"583-72-1480",C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,"08/31/2022","16:24",Ewallet,148.24,7.412,9.7,
1428,"286-75-7818",B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,"08/31/2022","19:48",Credit card,138.16,6.908,6.9,
1429,"457-94-0464",B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,"08/31/2022","20:32",Ewallet,790.83,39.5415,5.6,
1430,"834-45-5519",B,Mandalay,Normal,Female,Electronic accessories,43,4,8.6,180.6,"08/31/2022","20:48",Ewallet,172,8.6,7.6,
1431,"870-76-1733",A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,"09/01/2022","10:08",Credit card,71.15,3.5575,4.4,
